EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;168567;8603;0;2443;7;8606340;0;0;0;483000;6,65;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;24660;0;0;;;;;;;;;;;;;;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;24056;0;0;0;0;246606;42988;0;3574;2;42988100;0;0;0;138000;5,05;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;47078;0;0;0;0;369909;84127;0;5361;3;84128400;0;0;0;207000;7,683;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;1223;0;0;0;0;274758;2434;0;3982;2;2434990;0;0;0;138000;5,65;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;824274;0;0;11946;6;0;0;0;0;414000;16,616;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;41544;0;0;0;0;293526;176728;0;4254;1;176728000;0;0;0;69000;5,333;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;959649;0;0;0;0;5283470;4187240;0;76572;18;4187250000;0;0;0;1242000;96,166;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;3;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;33741;0;0;0;0;293526;143534;0;4254;1;143534000;0;0;0;69000;5,95;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;175037;0;0;0;0;2281480;1844520;0;33065;5;1844520000;0;0;0;345000;40,533;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;54301;0;0;0;0;267513;210524;0;3877;1;210525000;0;0;0;69000;5,367;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;389437;0;0;0;0;2140100;1509840;0;31016;8;1509850000;0;0;0;552000;42,582;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;250530;0;0;0;0;1344670;952592;0;19488;3;952593000;0;0;0;207000;24,716;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;276621;0;0;0;0;2241120;1796930;0;32480;5;1796930000;0;0;0;345000;40,583;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;96324;36254;0;0;0;36256600;0;0;0;0;0;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;120405;3564;0;1745;5;3567130;0;0;0;345000;4,7;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;10221;0;0;;;;;;;;;;;;;;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;306;0;0;0;0;123303;546;0;1787;1;546822;0;0;0;69000;2,617;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;52295;0;0;0;0;369909;93449;0;5361;3;93451200;0;0;0;207000;7,767;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;1932;0;0;0;0;686895;3846;0;9955;5;3846610;0;0;0;345000;14,15;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;112295;0;0;0;0;587052;477702;0;8508;2;477703000;0;0;0;138000;10,467;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;588511;0;0;0;0;3228790;2547000;0;46794;11;2547010000;0;0;0;759000;60,5;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;189834;0;0;0;0;3194080;2404150;0;46291;7;2404160000;0;0;0;483000;56,133;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;53002;0;0;0;0;267513;205488;0;3877;1;205489000;0;0;0;69000;5,417;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;539037;0;0;0;0;2942640;2089840;0;42647;11;2089850000;0;0;0;759000;57,999;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;225196;0;0;0;0;448224;334414;0;6496;1;334414000;0;0;0;69000;8,767;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;358125;0;0;0;0;3137570;2326380;0;45472;7;2326380000;0;0;0;483000;55,934;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;168567;60623;0;0;0;60626900;0;0;0;0;0;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;168567;10756;0;2443;7;10758600;0;0;0;483000;7;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;30827;0;0;;;;;;;;;;;;;;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;53002;0;0;0;0;123303;94714;0;1787;1;94714600;0;0;0;69000;2,55;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;21241;0;0;0;0;493212;37956;0;7148;4;37957700;0;0;0;276000;10,85;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;2646;0;0;0;0;961653;5268;0;13937;7;5268190;0;0;0;483000;19,967;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;116878;0;0;0;0;587052;497198;0;8508;2;497199000;0;0;0;138000;11,133;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;784982;0;0;0;0;4109360;3470440;0;59556;14;3470450000;0;0;0;966000;76,485;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;153039;0;0;0;0;2737780;2040020;0;39678;6;2040020000;0;0;0;414000;48,116;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;237462;0;0;0;0;1070050;920639;0;15508;4;920640000;0;0;0;276000;20,749;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;549587;0;0;0;0;2675130;2130740;0;38770;10;2130750000;0;0;0;690000;52,534;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;312683;0;0;0;0;1344670;1021400;0;19488;3;1021400000;0;0;0;207000;24,15;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;594939;0;0;0;0;4930460;3864720;0;71456;11;3864720000;0;0;0;759000;89,182;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;144486;54248;0;0;0;54251400;0;0;0;0;0;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;144486;8323;0;2094;6;8327490;0;0;0;414000;5,55;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;23861;0;0;;;;;;;;;;;;;;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;23394;0;0;0;0;369909;41803;0;5361;3;41805100;0;0;0;207000;7,85;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;13720;0;0;0;0;123303;24517;0;1787;1;24517600;0;0;0;69000;2,717;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;137379;0;0;1991;1;0;0;0;0;69000;2,917;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;1236410;0;0;17919;9;0;0;0;0;621000;25,983;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;142792;0;0;0;0;880578;607436;0;12762;3;607437000;0;0;0;207000;16,516;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;910067;0;0;0;0;5283470;3972920;0;76572;18;3972930000;0;0;0;1242000;98,916;0
TPA;TAMPA CARGO S.A.;ESTRANGEIRA;2021;6;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;51042;0;0;0;0;293526;217132;0;4254;1;217133000;0;0;0;69000;5,35;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;51072;0;15173;2280;1;0;0;0;0;22400;3,25;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;20473;0;7160;914;1;0;0;0;0;22400;1,65;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;8108;0;3864;362;1;0;0;0;0;22400;0,8;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;8758;0;4433;391;1;0;0;0;0;22400;1,16667;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3523;246;1;0;0;0;0;0;0,8;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;99180;37458;62845;4428;18;0;0;37469700;0;403200;13,2833;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;129848;0;0;144738;95479;91926;6462;18;0;0;95488300;0;403200;18,6333;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;7290;0;0;104690;35274;71579;4674;19;0;0;35282800;0;425600;15;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;136136;;;;;;;;;;;;;;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;19603;0;0;0;0;54835;47988;21992;2448;1;47988100;0;0;0;22400;3,83333;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;24458;0;0;0;0;22354;22354;10343;914;1;22354600;0;0;0;24458;1,88333;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;24033;0;0;0;0;8699;8699;7388;362;1;8699950;0;0;0;24033;1,13333;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;18680;0;9149;834;2;0;0;0;0;44800;2,08333;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;74752;0;0;177460;65845;90340;7923;19;0;0;65855100;0;425600;19,3333;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;55409;0;0;144738;74565;82748;6462;18;0;0;74573300;0;403200;16,6667;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;152316;;;;;;;;;;;;;;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;188903;0;0;143412;91682;75426;6403;19;0;0;91690000;0;425600;15,8333;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;274409;0;0;387960;237629;160942;17320;20;0;0;237638000;0;448000;32,3833;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;83174;;;;;;;;;;;;;;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;214105;0;0;387960;185405;156431;17320;20;0;0;185415000;0;448000;32,7333;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;9629;0;0;0;0;42448;18246;13866;1895;1;18247000;0;0;0;22400;2,91667;0
TTL;TOTAL LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;28020;0;13469;1251;3;0;0;0;0;67200;3,16667;0
